time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, of_y, raw_of_y_d, of_y_d,yaw_vel,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
24.819708,0.007798,-0.304535,-1.051513,-0.000200,0.000173,0.003115,0.000606,-0.000353,0.000105,-0.000036,-0.000064,0.000473,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1484.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,-3
24.821663,0.007797,-0.304534,-1.051507,-0.000199,0.000172,0.003115,0.000644,-0.000345,0.000105,-0.000035,-0.000068,0.000472,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1484.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,-3
24.823616,0.007797,-0.304534,-1.051501,-0.000198,0.000171,0.003116,0.000682,-0.000336,0.000106,-0.000034,-0.000072,0.000470,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1484.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,-3
24.825569,0.007797,-0.304534,-1.051494,-0.000196,0.000171,0.003116,0.000722,-0.000328,0.000106,-0.000033,-0.000076,0.000469,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1484.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,-3
24.827524,0.007796,-0.304533,-1.051488,-0.000195,0.000170,0.003116,0.000762,-0.000319,0.000106,-0.000032,-0.000080,0.000468,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1484.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,-2
24.829477,0.007796,-0.304533,-1.051482,-0.000193,0.000169,0.003116,0.000803,-0.000312,0.000107,-0.000031,-0.000084,0.000467,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1484.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,-2
24.831432,0.007796,-0.304533,-1.051476,-0.000192,0.000169,0.003116,0.000844,-0.000303,0.000107,-0.000030,-0.000088,0.000466,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,-2
24.833385,0.007795,-0.304532,-1.051469,-0.000190,0.000168,0.003117,0.000886,-0.000294,0.000107,-0.000030,-0.000093,0.000465,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,-2
24.835340,0.007795,-0.304532,-1.051463,-0.000188,0.000167,0.003117,0.000929,-0.000285,0.000108,-0.000029,-0.000097,0.000463,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,-2
24.837294,0.007794,-0.304532,-1.051457,-0.000186,0.000167,0.003117,0.000972,-0.000276,0.000108,-0.000028,-0.000101,0.000462,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,-2
24.839249,0.007794,-0.304531,-1.051451,-0.000184,0.000166,0.003117,0.001016,-0.000267,0.000108,-0.000027,-0.000106,0.000461,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,-2
24.841202,0.007794,-0.304531,-1.051445,-0.000182,0.000166,0.003118,0.001060,-0.000258,0.000108,-0.000026,-0.000110,0.000460,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,-1
24.843157,0.007793,-0.304531,-1.051438,-0.000180,0.000165,0.003118,0.001105,-0.000250,0.000109,-0.000025,-0.000115,0.000459,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,-1
24.845110,0.007793,-0.304530,-1.051432,-0.000177,0.000165,0.003118,0.001151,-0.000241,0.000111,-0.000024,-0.000120,0.000458,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,-1
24.847065,0.007793,-0.304530,-1.051426,-0.000175,0.000164,0.003118,0.001196,-0.000232,0.000112,-0.000023,-0.000124,0.000457,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,-1
24.849018,0.007792,-0.304530,-1.051420,-0.000173,0.000164,0.003118,0.001242,-0.000222,0.000113,-0.000022,-0.000129,0.000456,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,-1
24.850971,0.007792,-0.304529,-1.051413,-0.000170,0.000163,0.003119,0.001287,-0.000213,0.000114,-0.000021,-0.000134,0.000455,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,-1
24.852926,0.007792,-0.304529,-1.051407,-0.000167,0.000163,0.003119,0.001332,-0.000204,0.000114,-0.000020,-0.000138,0.000454,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,-1
24.854879,0.007791,-0.304529,-1.051401,-0.000165,0.000163,0.003119,0.001377,-0.000194,0.000114,-0.000019,-0.000143,0.000453,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,-1
24.856834,0.007791,-0.304528,-1.051395,-0.000162,0.000162,0.003119,0.001422,-0.000185,0.000115,-0.000018,-0.000147,0.000452,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,-1
24.858788,0.007791,-0.304528,-1.051388,-0.000159,0.000162,0.003120,0.001466,-0.000175,0.000115,-0.000017,-0.000152,0.000451,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,-1
24.860743,0.007790,-0.304528,-1.051382,-0.000156,0.000162,0.003120,0.001509,-0.000166,0.000116,-0.000016,-0.000156,0.000451,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,-1
24.862696,0.007790,-0.304527,-1.051376,-0.000153,0.000161,0.003120,0.001552,-0.000156,0.000117,-0.000016,-0.000161,0.000450,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,0
24.864651,0.007790,-0.304527,-1.051370,-0.000150,0.000161,0.003120,0.001594,-0.000149,0.000118,-0.000015,-0.000165,0.000449,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,0
24.866604,0.007789,-0.304527,-1.051363,-0.000147,0.000161,0.003120,0.001636,-0.000139,0.000118,-0.000014,-0.000169,0.000448,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,0
24.868559,0.007789,-0.304526,-1.051357,-0.000143,0.000160,0.003121,0.001676,-0.000130,0.000118,-0.000013,-0.000173,0.000447,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,0
24.870512,0.007789,-0.304526,-1.051351,-0.000140,0.000160,0.003121,0.001716,-0.000120,0.000119,-0.000012,-0.000177,0.000446,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,0
24.872465,0.007789,-0.304526,-1.051345,-0.000136,0.000160,0.003121,0.001755,-0.000110,0.000119,-0.000011,-0.000181,0.000446,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,0
24.874420,0.007788,-0.304525,-1.051338,-0.000133,0.000160,0.003121,0.001794,-0.000101,0.000120,-0.000010,-0.000185,0.000445,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,0
24.876373,0.007788,-0.304525,-1.051332,-0.000129,0.000160,0.003122,0.001832,-0.000091,0.000120,-0.000009,-0.000189,0.000444,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,0
24.878328,0.007788,-0.304525,-1.051326,-0.000125,0.000159,0.003122,0.001869,-0.000082,0.000120,-0.000008,-0.000193,0.000444,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,0
24.880281,0.007788,-0.304525,-1.051320,-0.000122,0.000159,0.003122,0.001905,-0.000072,0.000120,-0.000007,-0.000196,0.000443,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,0
24.882236,0.007787,-0.304524,-1.051314,-0.000118,0.000159,0.003122,0.001941,-0.000062,0.000120,-0.000006,-0.000200,0.000442,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,33,0
24.884190,0.007787,-0.304524,-1.051307,-0.000114,0.000159,0.003123,0.001975,-0.000053,0.000120,-0.000005,-0.000203,0.000442,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,33,0
24.886145,0.007787,-0.304524,-1.051301,-0.000110,0.000159,0.003123,0.002009,-0.000043,0.000120,-0.000004,-0.000207,0.000441,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,33,0
24.888098,0.007787,-0.304523,-1.051295,-0.000106,0.000159,0.003123,0.002042,-0.000034,0.000121,-0.000003,-0.000210,0.000440,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,33,0
24.890053,0.007786,-0.304523,-1.051288,-0.000102,0.000159,0.003124,0.002075,-0.000024,0.000227,-0.000002,-0.000213,0.000440,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,33,0
24.892006,0.007786,-0.304523,-1.051282,-0.000097,0.000159,0.003124,0.002106,-0.000015,0.000359,-0.000001,-0.000216,0.000439,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,33,0
24.893959,0.007786,-0.304522,-1.051276,-0.000093,0.000159,0.003125,0.002135,-0.000005,0.000477,-0.000000,-0.000219,0.000438,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,33,0
24.895914,0.007786,-0.304522,-1.051270,-0.000089,0.000159,0.003126,0.002164,0.000005,0.000585,0.000001,-0.000222,0.000438,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.897867,0.007786,-0.304522,-1.051264,-0.000084,0.000159,0.003127,0.002191,0.000014,0.000682,0.000002,-0.000225,0.000437,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.899822,0.007786,-0.304521,-1.051257,-0.000080,0.000159,0.003129,0.002217,0.000024,0.000770,0.000003,-0.000228,0.000437,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.901775,0.007785,-0.304521,-1.051251,-0.000076,0.000159,0.003131,0.002242,0.000033,0.000849,0.000004,-0.000230,0.000436,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.903730,0.007785,-0.304521,-1.051245,-0.000071,0.000159,0.003132,0.002265,0.000043,0.000922,0.000005,-0.000232,0.000436,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.905684,0.007785,-0.304520,-1.051238,-0.000066,0.000159,0.003134,0.002287,0.000052,0.000987,0.000006,-0.000235,0.000435,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.907639,0.007785,-0.304520,-1.051232,-0.000062,0.000159,0.003136,0.002308,0.000062,0.001046,0.000007,-0.000237,0.000435,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.909592,0.007785,-0.304520,-1.051226,-0.000057,0.000159,0.003139,0.002329,0.000071,0.001100,0.000008,-0.000239,0.000434,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.911547,0.007785,-0.304519,-1.051220,-0.000053,0.000159,0.003141,0.002348,0.000081,0.001149,0.000009,-0.000241,0.000433,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.913500,0.007785,-0.304519,-1.051213,-0.000048,0.000160,0.003143,0.002366,0.000091,0.001193,0.000010,-0.000242,0.000433,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.915455,0.007785,-0.304519,-1.051207,-0.000043,0.000160,0.003146,0.002383,0.000100,0.001233,0.000011,-0.000244,0.000432,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.917408,0.007784,-0.304518,-1.051201,-0.000038,0.000160,0.003148,0.002399,0.000110,0.001270,0.000012,-0.000246,0.000432,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.919361,0.007784,-0.304518,-1.051194,-0.000033,0.000160,0.003151,0.002414,0.000119,0.001303,0.000013,-0.000247,0.000431,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.921316,0.007784,-0.304518,-1.051188,-0.000029,0.000161,0.003153,0.002428,0.000129,0.001333,0.000014,-0.000249,0.000431,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.923269,0.007784,-0.304518,-1.051182,-0.000024,0.000161,0.003156,0.002442,0.000138,0.001361,0.000015,-0.000250,0.000430,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.925224,0.007784,-0.304517,-1.051176,-0.000019,0.000161,0.003159,0.002454,0.000148,0.001385,0.000015,-0.000251,0.000430,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.927177,0.007784,-0.304517,-1.051169,-0.000014,0.000161,0.003162,0.002466,0.000157,0.001407,0.000016,-0.000252,0.000429,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.929132,0.007784,-0.304517,-1.051163,-0.000009,0.000162,0.003165,0.002476,0.000167,0.001427,0.000017,-0.000253,0.000429,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.931086,0.007784,-0.304516,-1.051157,-0.000004,0.000162,0.003167,0.002486,0.000177,0.001446,0.000018,-0.000254,0.000428,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,0
24.933041,0.007784,-0.304516,-1.051150,0.000001,0.000162,0.003170,0.002495,0.000186,0.001462,0.000019,-0.000255,0.000428,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,32,1
24.934994,0.007784,-0.304516,-1.051144,0.000006,0.000163,0.003173,0.002503,0.000194,0.001477,0.000020,-0.000256,0.000427,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,35,1
24.936949,0.007784,-0.304515,-1.051138,0.000011,0.000163,0.003176,0.002511,0.000203,0.001492,0.000021,-0.000257,0.000427,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,35,1
24.938902,0.007784,-0.304515,-1.051131,0.000016,0.000164,0.003179,0.002517,0.000213,0.001506,0.000022,-0.000257,0.000426,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,35,2
24.940857,0.007784,-0.304515,-1.051125,0.000021,0.000164,0.003182,0.002522,0.000221,0.001519,0.000023,-0.000258,0.000426,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,35,2
24.942810,0.007784,-0.304514,-1.051118,0.000026,0.000165,0.003185,0.002525,0.000231,0.001530,0.000024,-0.000258,0.000425,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,35,2
24.944763,0.007784,-0.304514,-1.051112,0.000031,0.000165,0.003188,0.002527,0.000241,0.001540,0.000025,-0.000258,0.000425,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,34,3
24.946718,0.007784,-0.304514,-1.051106,0.000036,0.000166,0.003192,0.002527,0.000248,0.001549,0.000026,-0.000258,0.000425,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,34,3
24.948671,0.007785,-0.304513,-1.051099,0.000041,0.000166,0.003195,0.002525,0.000258,0.001557,0.000027,-0.000258,0.000425,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,34,3
24.950626,0.007785,-0.304513,-1.051093,0.000046,0.000167,0.003198,0.002521,0.000268,0.001565,0.000028,-0.000257,0.000425,10.000000,18.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1510.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,34,3
